                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r25.12.1"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260107"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66 
                                      85                                     1069                  2.6876693432947360E+002                  1.4136068307792993E+009                  1.6512246680004841E+000                  1.1154486516044309E+000                  3.3345955493193770E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999982714E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0035222638609158E-001                  8.7444814624378915E-008                  9.7933005575119381E-001                  9.7835359263327537E-001                 -1.0203666318707246E+001                 -2.6741693999214355E+001                 -1.4352857782069771E+001                 -1.0203635516811477E+001                 -1.0203666321404267E+001                 -1.8410566344414057E+001                 -2.6741693999214355E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276816E+000                  1.1154421505898520E+000                  1.0422561901036396E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4500852960791763E+010                  3.8478425341854432E+004                  4.5852172910337510E+000                 -1.0811612027499884E+000                 -2.1883620225779996E+000                  4.5087897151908100E+008                  8.6540599807796497E+000                  8.8622412552922327E+000                 -3.9042346815711765E-011                  7.6785490845751339E+000                  7.9264994635439656E+000                  2.5220845295228848E+001                  2.5220845295228848E+001                  7.9264994635439656E+000                  7.6785490845751339E+000                  1.8029458078271272E+000                  4.9904376339859313E-001                  1.7984292531346640E+001                  0.0000000000000000E+000                  2.0427750970393960E-022                  3.8204554440590510E-002                  4.0072947037117584E-001                  3.2910355313313421E-003                  8.8353298274822696E-003                  1.8813685402908722E-008                  1.8557502823424376E-005                  1.2366463958205645E+003                                        0                                        4 
                                      90                                     1081                  6.6877821244671566E+002                  3.5175061491647453E+009                  2.0471308982386081E+000                  1.1154486916055588E+000                  3.3345955508768014E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999983114E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0035219409853973E-001                  8.7444808876274621E-008                  9.7933002063141639E-001                  9.7835355754851494E-001                 -9.0478338109866883E+000                 -2.6741255096980261E+001                 -1.4352772676593400E+001                 -9.0478316589762695E+000                 -9.0478338929532445E+000                 -1.5771981476659073E+001                 -2.6741255096980261E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276811E+000                  1.1154421505898504E+000                  1.0422561901036367E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.3815628112728935E+010                  3.8566323031184482E+004                  4.5862082345780184E+000                 -1.0761766668061068E+000                 -2.1878516416945928E+000                  4.5140915389155364E+008                  8.6545703616630565E+000                  8.8612205090996614E+000                 -1.8213103565494099E-011                  7.6785452269321111E+000                  7.9264996604558000E+000                  2.5220845559654027E+001                  2.5220845559654027E+001                  7.9264996604558000E+000                  7.6785452269321111E+000                  1.8029458078700920E+000                  4.9904376339838352E-001                  1.7984292535553823E+001                  0.0000000000000000E+000                  2.0427752593563763E-022                  3.8204554220405695E-002                  4.0072946991677083E-001                  3.2910355313313447E-003                  8.8353298274822783E-003                  4.6814474865720682E-008                  1.8568701979179001E-005                  1.1367679890920572E+003                                        0                                        4 
                                      95                                     1104                  1.6641342760114112E+003                  8.7526809010896168E+009                  2.4430371284767323E+000                  1.1154487911411652E+000                  3.3345955547521712E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999983435E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0035211375679602E-001                  8.7444801241242613E-008                  9.7932993324219053E-001                  9.7835347024642250E-001                 -7.9108573909467070E+000                 -2.6740169189455244E+001                 -1.4352601973386735E+001                 -7.9108572338960883E+000                 -7.9108596631380985E+000                 -1.3192197928248733E+001                 -2.6740169189455244E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276805E+000                  1.1154421505898509E+000                  1.0422561901036380E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.3091497364637024E+010                  3.8657121650786976E+004                  4.5872295140040320E+000                 -1.0708926162920065E+000                 -2.1872521752895695E+000                  4.5203267429241890E+008                  8.6551698280680789E+000                  8.8600216150433138E+000                 -8.6051164175020399E-012                  7.6785400849964089E+000                  7.9265001453933355E+000                  2.5220846218071660E+001                  2.5220846218071660E+001                  7.9265001453933355E+000                  7.6785400849964089E+000                  1.8029458079106875E+000                  4.9904376339818551E-001                  1.7984292539528965E+001                  0.0000000000000000E+000                  2.0427737763345372E-022                  3.8204554012365138E-002                  4.0072946948742832E-001                  3.2910355313313421E-003                  8.8353298274822713E-003                  1.1648939912987108E-007                  1.8596569062426222E-005                  1.1238190311099575E+003                                        0                                        4 
                                     100                                     1103                  4.1408986761007136E+003                  2.1779470939799309E+010                  2.8389433587148560E+000                  1.1154490388176053E+000                  3.3345955643953303E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999983746E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0035191384088820E-001                  8.7444780129996353E-008                  9.7932971578989647E-001                  9.7835325301094411E-001                 -6.7924443357148530E+000                 -2.6737404759470451E+001                 -1.4352225016416968E+001                 -6.7924443237473477E+000                 -6.7925020816100670E+000                 -1.0668736401192474E+001                 -2.6737404759470451E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276811E+000                  1.1154421505898500E+000                  1.0422561901036367E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2328322599410965E+010                  3.8749676958793301E+004                  4.5882680863107597E+000                 -1.0653156175688308E+000                 -2.1865408205414383E+000                  4.5277369010815483E+008                  8.6558811828162110E+000                  8.8585990019786411E+000                 -4.2316243781404067E-012                  7.6785289360913058E+000                  7.9265013507954105E+000                  2.5220847857394283E+001                  2.5220847857394283E+001                  7.9265013507954105E+000                  7.6785289360913058E+000                  1.8029458079463123E+000                  4.9904376339801182E-001                  1.7984292543017457E+001                  0.0000000000000000E+000                  2.0427682278983338E-022                  3.8204553829793902E-002                  4.0072946911064672E-001                  3.2910355313313430E-003                  8.8353298274822713E-003                  2.8986290103244270E-007                  1.8665911283012912E-005                  1.1270940973220677E+003                                        0                                        4 
                                     105                                     1119                  1.0303881068130926E+004                  5.4194293128921410E+010                  3.2348495889529802E+000                  1.1154496551158444E+000                  3.3345955883905859E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999984124E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0035141638652483E-001                  8.7444734122777916E-008                  9.7932917469942604E-001                  9.7835271245998012E-001                 -5.6980018550154119E+000                 -2.6731013734284890E+001                 -1.4351067800667867E+001                 -5.6980018540499868E+000                 -5.6992757417806894E+000                 -8.2312921283625879E+000                 -2.6731013734284890E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276816E+000                  1.1154421505898509E+000                  1.0422561901036376E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.1475302751754135E+010                  3.8849887338972549E+004                  4.5893897637255172E+000                 -1.0590611251323472E+000                 -2.1856569291527110E+000                  4.5369612940271890E+008                  8.6567650742049373E+000                  8.8568314591537440E+000                 -2.0064748776031241E-012                  7.6785014867846337E+000                  7.9265043509965443E+000                  2.5220851938106492E+001                  2.5220851938106492E+001                  7.9265043509965443E+000                  7.6785014867846337E+000                  1.8029458080162324E+000                  4.9904376339767043E-001                  1.7984292549864087E+001                  0.0000000000000000E+000                  2.0427539186606029E-022                  3.8204553471557955E-002                  4.0072946837092804E-001                  3.2910355313313425E-003                  8.8353298274822731E-003                  7.2127147889406166E-007                  1.8838456917776572E-005                  1.1239286535732169E+003                                        0                                        4 
                                     110                                     1126                  2.5639353413867542E+004                  1.3485274347855771E+011                  3.6307558191911045E+000                  1.1154511886630789E+000                  3.3345956480984036E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999984646E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0035017856326471E-001                  8.7444611338813237E-008                  9.7932782829577836E-001                  9.7835136739879458E-001                 -4.5793616401866242E+000                 -2.6723317950740775E+001                 -1.4171503626608438E+001                 -4.5793616400755424E+000                 -4.6024254584175299E+000                 -5.8656956202902721E+000                 -2.6723317950740775E+001                  2.2179690556654173E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2179694863174035E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276807E+000                  1.1154421505898497E+000                  1.0422561901036356E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0382987478466064E+010                  3.8983954827644600E+004                  4.5908858951381655E+000                 -1.0508554911339505E+000                 -2.1845463749788099E+000                  4.5485778103505188E+008                  8.6578756283788394E+000                  8.8546109478841153E+000                 -1.0065010769246257E-012                  7.6784335722171679E+000                  7.9265118203284075E+000                  2.5220862098112804E+001                  2.5220862098112804E+001                  7.9265118203284075E+000                  7.6784335722171679E+000                  1.8029458104312457E+000                  4.9904376338586953E-001                  1.7984292786340134E+001                  0.0000000000000000E+000                  2.0427827394827076E-022                  3.8204541103961563E-002                  4.0072944280665351E-001                  3.2910355313313434E-003                  8.8353298274822731E-003                  1.7947489202843517E-006                  1.9267805900525113E-005                  1.1253248464751066E+003                                        0                                        4 
                                     115                                     1157                  6.3798915961210878E+004                  3.3555677865256470E+011                  4.0266620494292287E+000                  1.1154550046193337E+000                  3.3345957966702031E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999985478E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0034709847766692E-001                  8.7444312415475013E-008                  9.7932447802872480E-001                  9.7834802047220037E-001                 -3.1165195283662146E+000                 -2.6739533926882633E+001                 -1.1895561948236388E+001                 -3.1165195276438742E+000                 -3.3085779211912012E+000                 -3.5633665731434516E+000                 -2.6739533926882633E+001                  2.2179690556650870E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2179771762979876E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276802E+000                  1.1154423604552925E+000                  1.0422561901036360E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8405008168436249E+010                  3.9278834760993923E+004                  4.5941585956022672E+000                 -1.0348941643344756E+000                 -2.1831111125072766E+000                  4.5636348805523574E+008                  8.6593108908503726E+000                  8.8517419086590508E+000                 -4.9718622613567422E-013                  7.6782646693246992E+000                  7.9265304301105219E+000                  2.5220887412126036E+001                  2.5220887412126036E+001                  7.9265304301105219E+000                  7.6782646693246992E+000                  1.8029458198912121E+000                  4.9904376333962291E-001                  1.7984293712645439E+001                  0.0000000000000000E+000                  2.0429539504079205E-022                  3.8204492667937594E-002                  4.0072934264268539E-001                  3.2910355313313412E-003                  8.8353298274822696E-003                  4.4657391296582550E-006                  2.0336241773162695E-005                  1.1225625553184000E+003                                        0                                        4 
                                     120                                     1189                  8.9167668739568137E+004                  1.0798776153939340E+011                  3.5342705717620730E+000                  1.1154575414946115E+000                  3.3345958954415281E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999986522E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0034505082617733E-001                  8.7444114482247887E-008                  9.7932225075967583E-001                  9.7834579542390021E-001                 -2.4806328003029852E+000                 -2.6763188915538201E+001                 -1.0906835745317100E+001                 -2.4806327986752588E+000                 -2.8839830580164230E+000                 -2.6989118017072387E+000                 -2.6763188915538201E+001                  2.2179690556649763E+033                  2.2179690556651538E+033                  2.2179743272463197E+033                  2.2179822167879052E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276807E+000                  1.1154423604552923E+000                  1.0422561901036353E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6323523365759750E+010                  3.9666338906403013E+004                  4.5984221181418938E+000                 -1.0164823417659636E+000                 -2.1824322463022732E+000                  4.5707740920205027E+008                  8.6599897570553761E+000                  8.8503851639622884E+000                 -1.4739209905450576E-012                  7.6781525684474019E+000                  7.9265428118869847E+000                  2.5220904254983662E+001                  2.5220904254983662E+001                  7.9265428118869847E+000                  7.6781525684474019E+000                  1.8029458262289111E+000                  4.9904376330862871E-001                  1.7984294333219456E+001                  0.0000000000000000E+000                  2.0430697756029047E-022                  3.8204460223550465E-002                  4.0072927552431031E-001                  3.2910355313313404E-003                  8.8353298274822644E-003                  6.2409688187150155E-006                  2.1046737284539107E-005                  1.1235164936347671E+003                                        1                                        4 
                                     125                                     1195                  1.0239751623148676E+005                  7.4651954324491959E+010                  3.3739372145837576E+000                  1.1154588644793608E+000                  3.3345959469508514E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999987055E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0034398297615958E-001                  8.7444012918601609E-008                  9.7932108923912065E-001                  9.7834463506146530E-001                 -2.2594880358093947E+000                 -2.6777476639256562E+001                 -1.0491973521625592E+001                 -2.2594880332666727E+000                 -2.7217640333805986E+000                 -2.4431966572226904E+000                 -2.6777476639256562E+001                  2.2179690556649538E+033                  2.2179690556651311E+033                  2.2179771319281531E+033                  2.2179848733747563E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276818E+000                  1.1154423604552941E+000                  1.0422561901036387E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4972686450784813E+010                  3.9938724752688198E+004                  4.6013941936916076E+000                 -1.0039503853048219E+000                 -2.1821104191711291E+000                  4.5741624479392469E+008                  8.6603115841865197E+000                  8.8497420247932368E+000                 -2.0357141343067028E-012                  7.6780941292889038E+000                  7.9265492703426510E+000                  2.5220913040457138E+001                  2.5220913040457138E+001                  7.9265492703426510E+000                  7.6780941292889038E+000                  1.8029458294920133E+000                  4.9904376329266747E-001                  1.7984294652734462E+001                  0.0000000000000000E+000                  2.0431291759948880E-022                  3.8204443520390388E-002                  4.0072924096299728E-001                  3.2910355313313421E-003                  8.8353298274822696E-003                  7.1663989771971220E-006                  2.1417361512119331E-005                  1.1232523843212532E+003                                        1                                        4 
                                     130                                     1206                  1.1357328593250204E+005                  6.9450435988958496E+010                  3.3425710093671612E+000                  1.1154599820563311E+000                  3.3345959904627442E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999987510E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0034308092344795E-001                  8.7443923401755440E-008                  9.7932010805941527E-001                  9.7834365486006725E-001                 -2.1443920937272316E+000                 -2.6790126136529114E+001                 -1.0186079549622795E+001                 -2.1443920897817788E+000                 -2.6026621574260589E+000                 -2.3302249502909702E+000                 -2.6790126136529114E+001                  2.2179690556648875E+033                  2.2179690556651293E+033                  2.2179794786879338E+033                  2.2179871555300411E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276809E+000                  1.1154423604552930E+000                  1.0422561901036376E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3969294162262764E+010                  4.0147344931282350E+004                  4.6036568293202844E+000                 -9.9440006628456845E-001                 -2.1818605309183576E+000                  4.5767951278741807E+008                  8.6605614724392908E+000                  8.8492426834066240E+000                 -2.1727884187669772E-012                  7.6780448230301817E+000                  7.9265547273420722E+000                  2.5220920463771087E+001                  2.5220920463771087E+001                  7.9265547273420722E+000                  7.6780448230301817E+000                  1.8029458322379135E+000                  4.9904376327923405E-001                  1.7984294921605631E+001                  0.0000000000000000E+000                  2.0431791679346161E-022                  3.8204429465542630E-002                  4.0072921187747385E-001                  3.2910355313313430E-003                  8.8353298274822713E-003                  7.9479214602789789E-006                  2.1730516543893186E-005                  1.1241701165283241E+003                                        1                                        4 
                                     135                                     1211                  1.3114275951365885E+005                  1.3695868095542360E+011                  3.6374855975920419E+000                  1.1154617390036892E+000                  3.3345960588678828E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999987887E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0034166280631767E-001                  8.7443784012990054E-008                  9.7931856554673224E-001                  9.7834211388538128E-001                 -2.0402921546327986E+000                 -2.6810825633382361E+001                 -9.7755857387584992E+000                 -2.0402921466438300E+000                 -2.4388888856481836E+000                 -2.2617036404103295E+000                 -2.6810825633382361E+001                  2.2179690556647373E+033                  2.2179690556651648E+033                  2.2179831637128101E+033                  2.2179906665144668E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276794E+000                  1.1154423604552914E+000                  1.0422561901036349E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2828342336604874E+010                  4.0387841501324860E+004                  4.6062506432389814E+000                 -9.8332858330536721E-001                 -2.1815124172661502E+000                  4.5804651804448366E+008                  8.6609095860914991E+000                  8.8485471401535918E+000                 -1.2293023875130945E-012                  7.6779672435458091E+000                  7.9265633107160927E+000                  2.5220932139959221E+001                  2.5220932139959221E+001                  7.9265633107160927E+000                  7.6779672435458091E+000                  1.8029458365190740E+000                  4.9904376325828603E-001                  1.7984295340804294E+001                  0.0000000000000000E+000                  2.0432569681567880E-022                  3.8204407554148709E-002                  4.0072916652566776E-001                  3.2910355313313412E-003                  8.8353298274822696E-003                  9.1762257775905642E-006                  2.2223018354738316E-005                  1.1216613585345960E+003                                        1                                        4 
                                     140                                     1215                  1.5597704662379160E+005                  1.5339884807279028E+011                  3.6867181312662667E+000                  1.1154642224324003E+000                  3.3345961555577240E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999988443E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0033965831860141E-001                  8.7443590148242142E-008                  9.7931638522773101E-001                  9.7833993574031630E-001                 -1.9203497505226965E+000                 -2.6841254142716124E+001                 -9.2847399389476575E+000                 -1.9203497317557285E+000                 -2.2393962945267818E+000                 -2.2040809316877024E+000                 -2.6841254142716124E+001                  2.2179690556646526E+033                  2.2179690556651584E+033                  2.2179883025083256E+033                  2.2179956901248241E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276822E+000                  1.1154423604552943E+000                  1.0422561901036380E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1303413998472969E+010                  4.0724050800793302E+004                  4.6098509705304096E+000                 -9.6802998105274018E-001                 -2.1810637707226932E+000                  4.5851994604844052E+008                  8.6613582326349547E+000                  8.8476508139650889E+000                 -1.1392163403817752E-012                  7.6778577939996939E+000                  7.9265754489769780E+000                  2.5220948652420727E+001                  2.5220948652420727E+001                  7.9265754489769780E+000                  7.6778577939996939E+000                  1.8029458424819311E+000                  4.9904376322910260E-001                  1.7984295924667482E+001                  0.0000000000000000E+000                  2.0433648668669456E-022                  3.8204377039007753E-002                  4.0072910335049305E-001                  3.2910355313313438E-003                  8.8353298274822713E-003                  1.0911833281406651E-005                  2.2919702766745095E-005                  1.1230273157193485E+003                                        1                                        4 
                                     145                                     1204                  1.7956282719063314E+005                  1.4534941302947479E+011                  3.6633093151954541E+000                  1.1154665810104569E+000                  3.3345962473864290E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999988998E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0033775461175791E-001                  8.7443404585331763E-008                  9.7931431452998141E-001                  9.7833786710720261E-001                 -1.7914743997177076E+000                 -2.6870055639267321E+001                 -8.8698326152235030E+000                 -1.7914743634578514E+000                 -2.0727531419467558E+000                 -2.1131968915924926E+000                 -2.6870055639267321E+001                  2.2179690556647420E+033                  2.2179690556651279E+033                  2.2179932874011651E+033                  2.2180004381132944E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276800E+000                  1.1154423604552925E+000                  1.0422561901036360E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9549547206875984E+010                  4.1138918493535180E+004                  4.6142528702837495E+000                 -9.4959660053142869E-001                 -2.1806508799687174E+000                  4.5895607562594593E+008                  8.6617711233889310E+000                  8.8468259507441900E+000                 -1.1732475933620754E-012                  7.6777539075465269E+000                  7.9265869772416773E+000                  2.5220964335208070E+001                  2.5220964335208070E+001                  7.9265869772416773E+000                  7.6777539075465269E+000                  1.8029458480884559E+000                  4.9904376320165567E-001                  1.7984296473637372E+001                  0.0000000000000000E+000                  2.0434662106653386E-022                  3.8204348350851326E-002                  4.0072904394176895E-001                  3.2910355313313412E-003                  8.8353298274822713E-003                  1.2559360051949372E-005                  2.3582195340745982E-005                  1.1230842924056424E+003                                        1                                        4 
                                     150                                     1212                  2.0157182379572967E+005                  1.3433982835507848E+011                  3.6291008219832235E+000                  1.1154687819101174E+000                  3.3345963330759204E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999989719E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0033597818099587E-001                  8.7443231981659161E-008                  9.7931238227281980E-001                  9.7833593677664155E-001                 -1.6514205110912623E+000                 -2.6895211656988689E+001                 -8.5001073162814276E+000                 -1.6514204495597662E+000                 -1.9296754697378757E+000                 -1.9764863219199966E+000                 -2.6895211656988689E+001                  2.2179690556649417E+033                  2.2179690556651149E+033                  2.2179979565593325E+033                  2.2180049044884722E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276814E+000                  1.1154423604552923E+000                  1.0422561901036358E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7428894182600288E+010                  4.1680957398665261E+004                  4.6199376860156027E+000                 -9.2605935740686374E-001                 -2.1802518898701408E+000                  4.5937791628874117E+008                  8.6621701134875071E+000                  8.8460288274419465E+000                 -1.2568621927371618E-012                  7.6776570771311281E+000                  7.9265977278939577E+000                  2.5220978960263821E+001                  2.5220978960263821E+001                  7.9265977278939577E+000                  7.6776570771311281E+000                  1.8029458532713671E+000                  4.9904376317627586E-001                  1.7984296981126537E+001                  0.0000000000000000E+000                  2.0435598065893482E-022                  3.8204321833270709E-002                  4.0072898901417098E-001                  3.2910355313313425E-003                  8.8353298274822713E-003                  1.4095597829929285E-005                  2.4201532900597975E-005                  1.1245344852883509E+003                                        1                                        4 
                                     155                                     1228                  2.2165141666805721E+005                  1.2139810187041756E+011                  3.5851079292615222E+000                  1.1154707898694045E+000                  3.3345964112533522E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999990485E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0033435748594492E-001                  8.7443073319959692E-008                  9.7931061941232200E-001                  9.7833417567384362E-001                 -1.4998949467604521E+000                 -2.6914924633561903E+001                 -8.1529758512922061E+000                 -1.4998948502213272E+000                 -1.8033690525734365E+000                 -1.7984945102286032E+000                 -2.6914924633561903E+001                  2.2179690556648685E+033                  2.2179690556651048E+033                  2.2180023666775165E+033                  2.2180089949208666E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276811E+000                  1.1154423604552930E+000                  1.0422561901036365E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4801059022473625E+010                  4.2416693130338390E+004                  4.6275368072444891E+000                 -8.9484979590865987E-001                 -2.1798453515788125E+000                  4.5980813623798168E+008                  8.6625766517788367E+000                  8.8452165326336143E+000                 -1.3070645300870615E-012                  7.6775687590839041E+000                  7.9266075202896484E+000                  2.5220992281552363E+001                  2.5220992281552363E+001                  7.9266075202896484E+000                  7.6775687590839041E+000                  1.8029458579461677E+000                  4.9904376315337889E-001                  1.7984297438861915E+001                  0.0000000000000000E+000                  2.0436440049177962E-022                  3.8204297917823433E-002                  4.0072893946512766E-001                  3.2910355313313451E-003                  8.8353298274822800E-003                  1.5495588053237540E-005                  2.4768120802348225E-005                  1.1241033593202728E+003                                        1                                        4 
                                     160                                     1237                  2.3943436954177474E+005                  1.0559207852816982E+011                  3.5245273717513510E+000                  1.1154725681646920E+000                  3.3345964804889810E+001                 -9.9999999999999982E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  9.9999999999991362E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0033292216571459E-001                  8.7442935452778233E-008                  9.7930905818750302E-001                  9.7833261600567900E-001                 -1.3258977106452763E+000                 -2.6927377236016323E+001                 -7.7976483034180468E+000                 -1.3258975640791379E+000                 -1.6863725273805812E+000                 -1.5746485214047430E+000                 -2.6927377236016323E+001                  2.2179690556647685E+033                  2.2179690556650979E+033                  2.2180064890659781E+033                  2.2180127148348263E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1154486247276816E+000                  1.1154423604552937E+000                  1.0422561901036380E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1365936922964859E+010                  4.3499057441294026E+004                  4.6384798465528023E+000                 -8.5016869015421315E-001                 -2.1793908773182133E+000                  4.6028956151521826E+008                  8.6630311260394350E+000                  8.8443082764687038E+000                 -1.4363795089023909E-012                  7.6774905927499386E+000                  7.9266161623311637E+000                  2.5221004037586084E+001                  2.5221004037586084E+001                  7.9266161623311637E+000                  7.6774905927499386E+000                  1.8029458620600416E+000                  4.9904376313322552E-001                  1.7984297841672635E+001                  0.0000000000000000E+000                  2.0437180993635389E-022                  3.8204276873906928E-002                  4.0072889585647686E-001                  3.2910355313313412E-003                  8.8353298274822696E-003                  1.6733214607682252E-005                  2.5272090462752931E-005                  1.1239248621545232E+003                                        1                                        4 
